"Module"	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"M1"	"S33 mutants of beta-catenin aren't phosphorylated"	"S33 mutants of beta-catenin aren't phosphorylated"	"4/626"	"82/7644"	0.912735344851659	0.999989483626728	0.895417849803316	"UBC/UBB/TLE2/LEF1"	4
"M1"	"S37 mutants of beta-catenin aren't phosphorylated"	"S37 mutants of beta-catenin aren't phosphorylated"	"4/626"	"82/7644"	0.912735344851659	0.999989483626728	0.895417849803316	"UBC/UBB/TLE2/LEF1"	4
"M1"	"S45 mutants of beta-catenin aren't phosphorylated"	"S45 mutants of beta-catenin aren't phosphorylated"	"4/626"	"82/7644"	0.912735344851659	0.999989483626728	0.895417849803316	"UBC/UBB/TLE2/LEF1"	4
"M1"	"T41 mutants of beta-catenin aren't phosphorylated"	"T41 mutants of beta-catenin aren't phosphorylated"	"4/626"	"82/7644"	0.912735344851659	0.999989483626728	0.895417849803316	"UBC/UBB/TLE2/LEF1"	4
"M1"	"TCF7L2 mutants don't bind CTBP"	"TCF7L2 mutants don't bind CTBP"	"4/626"	"82/7644"	0.912735344851659	0.999989483626728	0.895417849803316	"UBC/UBB/TLE2/LEF1"	4
"M1"	"truncated APC mutants destabilize the destruction complex"	"truncated APC mutants destabilize the destruction complex"	"4/626"	"82/7644"	0.912735344851659	0.999989483626728	0.895417849803316	"UBC/UBB/TLE2/LEF1"	4
"M1"	"truncations of AMER1 destabilize the destruction complex"	"truncations of AMER1 destabilize the destruction complex"	"4/626"	"82/7644"	0.912735344851659	0.999989483626728	0.895417849803316	"UBC/UBB/TLE2/LEF1"	4
"M1"	"XBP1(S) activates chaperone genes"	"XBP1(S) activates chaperone genes"	"2/626"	"48/7644"	0.913256468561135	0.999989483626728	0.895417849803316	"TSPYL2/SULT1A3"	2
"M1"	"RNA Polymerase I, RNA Polymerase III, and Mitochondrial Transcription"	"RNA Polymerase I, RNA Polymerase III, and Mitochondrial Transcription"	"6/626"	"114/7644"	0.914249962797569	0.999989483626728	0.895417849803316	"KAT2A/NFIC/POU2F1/HIST1H2BK/POLR2F/HIST2H2AA3"	6
"M1"	"Programmed Cell Death"	"Programmed Cell Death"	"9/626"	"160/7644"	0.916448028297817	0.999989483626728	0.895417849803316	"UBC/VIM/UBB/CFLAR/CYCS/DSP/DIABLO/DSG2/PMAIP1"	9
"M1"	"Association of TriC/CCT with target proteins during biosynthesis"	"Association of TriC/CCT with target proteins during biosynthesis"	"1/626"	"29/7644"	0.916473367939891	0.999989483626728	0.895417849803316	"KIF13A"	1
"M1"	"Regulation of Glucokinase by Glucokinase Regulatory Protein"	"Regulation of Glucokinase by Glucokinase Regulatory Protein"	"1/626"	"29/7644"	0.916473367939891	0.999989483626728	0.895417849803316	"GCKR"	1
"M1"	"RNA Polymerase I Promoter Escape"	"RNA Polymerase I Promoter Escape"	"1/626"	"29/7644"	0.916473367939891	0.999989483626728	0.895417849803316	"POLR2F"	1
"M1"	"The role of Nef in HIV-1 replication and disease pathogenesis"	"The role of Nef in HIV-1 replication and disease pathogenesis"	"1/626"	"29/7644"	0.916473367939891	0.999989483626728	0.895417849803316	"AP1S1"	1
"M1"	"Transferrin endocytosis and recycling"	"Transferrin endocytosis and recycling"	"1/626"	"29/7644"	0.916473367939891	0.999989483626728	0.895417849803316	"TCIRG1"	1
"M1"	"Hedgehog 'off' state"	"Hedgehog 'off' state"	"5/626"	"99/7644"	0.916984355924436	0.999989483626728	0.895417849803316	"UBC/UBB/PRKAR2A/ADCY4/ADCY5"	5
"M1"	"Membrane Trafficking"	"Membrane Trafficking"	"11/626"	"190/7644"	0.918241665923046	0.999989483626728	0.895417849803316	"UBC/GJA1/UBB/TBC1D4/AP1S1/RAB8A/LNPEP/RALGAPA2/DNM1/SLC2A4/MYH7"	11
"M1"	"Regulation of activated PAK-2p34 by proteasome mediated degradation"	"Regulation of activated PAK-2p34 by proteasome mediated degradation"	"2/626"	"49/7644"	0.919049728932568	0.999989483626728	0.895417849803316	"UBC/UBB"	2
"M1"	"Assembly of the pre-replicative complex"	"Assembly of the pre-replicative complex"	"3/626"	"67/7644"	0.920704865153846	0.999989483626728	0.895417849803316	"UBC/UBB/CDT1"	3
"M1"	"Activation of Kainate Receptors upon glutamate binding"	"Activation of Kainate Receptors upon glutamate binding"	"1/626"	"30/7644"	0.923339772624018	0.999989483626728	0.895417849803316	"PLCB2"	1
"M1"	"Activation of the pre-replicative complex"	"Activation of the pre-replicative complex"	"1/626"	"30/7644"	0.923339772624018	0.999989483626728	0.895417849803316	"CDT1"	1
"M1"	"CDK-mediated phosphorylation and removal of Cdc6"	"CDK-mediated phosphorylation and removal of Cdc6"	"2/626"	"50/7644"	0.924477795874673	0.999989483626728	0.895417849803316	"UBC/UBB"	2
"M1"	"Regulation of Apoptosis"	"Regulation of Apoptosis"	"2/626"	"50/7644"	0.924477795874673	0.999989483626728	0.895417849803316	"UBC/UBB"	2
"M1"	"Hedgehog 'on' state"	"Hedgehog 'on' state"	"4/626"	"85/7644"	0.926020931916092	0.999989483626728	0.895417849803316	"UBC/UBB/SHH/HHIP"	4
"M1"	"Translation"	"Translation"	"8/626"	"148/7644"	0.926399376601288	0.999989483626728	0.895417849803316	"RPL7/RPL9/RPS27/RPS26/RPS28/RPL21/RPL36A/RPS4Y1"	8
"M1"	"Autodegradation of the E3 ubiquitin ligase COP1"	"Autodegradation of the E3 ubiquitin ligase COP1"	"2/626"	"51/7644"	0.929561512152625	0.999989483626728	0.895417849803316	"UBC/UBB"	2
"M1"	"G-protein beta:gamma signalling"	"G-protein beta:gamma signalling"	"2/626"	"51/7644"	0.929561512152625	0.999989483626728	0.895417849803316	"PLCB2/JAK3"	2
"M1"	"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways"	"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways"	"2/626"	"51/7644"	0.929561512152625	0.999989483626728	0.895417849803316	"TXNIP/MAPK13"	2
"M1"	"disassembly of the destruction complex and recruitment of AXIN to the membrane"	"disassembly of the destruction complex and recruitment of AXIN to the membrane"	"1/626"	"31/7644"	0.929642544141928	0.999989483626728	0.895417849803316	"CAV1"	1
"M1"	"NOD1/2 Signaling Pathway"	"NOD1/2 Signaling Pathway"	"1/626"	"31/7644"	0.929642544141928	0.999989483626728	0.895417849803316	"MAPK13"	1
"M1"	"RNA Polymerase I Transcription Termination"	"RNA Polymerase I Transcription Termination"	"1/626"	"31/7644"	0.929642544141928	0.999989483626728	0.895417849803316	"POLR2F"	1
"M1"	"Signaling by the B Cell Receptor (BCR)"	"Signaling by the B Cell Receptor (BCR)"	"12/626"	"209/7644"	0.930732554278217	0.999989483626728	0.895417849803316	"UBC/UBB/CDKN1A/ITPR3/EGFR/PDGFRA/FGFR1/FGFR2/FGFR4/TRIB3/FGF17/KIT"	12
"M1"	"Class B/2 (Secretin family receptors)"	"Class B/2 (Secretin family receptors)"	"4/626"	"87/7644"	0.933837620953385	0.999989483626728	0.895417849803316	"CD55/PTH1R/WNT11/SHH"	4
"M1"	"p53-Independent DNA Damage Response"	"p53-Independent DNA Damage Response"	"2/626"	"52/7644"	0.93432076239836	0.999989483626728	0.895417849803316	"UBC/UBB"	2
"M1"	"p53-Independent G1/S DNA damage checkpoint"	"p53-Independent G1/S DNA damage checkpoint"	"2/626"	"52/7644"	0.93432076239836	0.999989483626728	0.895417849803316	"UBC/UBB"	2
"M1"	"Stabilization of p53"	"Stabilization of p53"	"2/626"	"52/7644"	0.93432076239836	0.999989483626728	0.895417849803316	"UBC/UBB"	2
"M1"	"Ubiquitin Mediated Degradation of Phosphorylated Cdc25A"	"Ubiquitin Mediated Degradation of Phosphorylated Cdc25A"	"2/626"	"52/7644"	0.93432076239836	0.999989483626728	0.895417849803316	"UBC/UBB"	2
"M1"	"Vpu mediated degradation of CD4"	"Vpu mediated degradation of CD4"	"2/626"	"52/7644"	0.93432076239836	0.999989483626728	0.895417849803316	"UBC/UBB"	2
"M1"	"Signal amplification"	"Signal amplification"	"1/626"	"32/7644"	0.935427880719775	0.999989483626728	0.895417849803316	"PLA2G4A"	1
"M1"	"RNA Polymerase II Transcription"	"RNA Polymerase II Transcription"	"5/626"	"104/7644"	0.935824042389052	0.999989483626728	0.895417849803316	"CCNT1/GTF2A1/POLR2I/U2AF1/POLR2F"	5
"M1"	"Signaling by Hedgehog"	"Signaling by Hedgehog"	"7/626"	"136/7644"	0.936712866682207	0.999989483626728	0.895417849803316	"UBC/UBB/PRKAR2A/ADCY4/SHH/ADCY5/HHIP"	7
"M1"	"mRNA 3'-end processing"	"mRNA 3'-end processing"	"1/626"	"33/7644"	0.940738199515022	0.999989483626728	0.895417849803316	"U2AF1"	1
"M1"	"Post-Elongation Processing of Intron-Containing pre-mRNA"	"Post-Elongation Processing of Intron-Containing pre-mRNA"	"1/626"	"33/7644"	0.940738199515022	0.999989483626728	0.895417849803316	"U2AF1"	1
"M1"	"Purine metabolism"	"Purine metabolism"	"1/626"	"33/7644"	0.940738199515022	0.999989483626728	0.895417849803316	"PNP"	1
"M1"	"Centrosome maturation"	"Centrosome maturation"	"3/626"	"72/7644"	0.941711397564017	0.999989483626728	0.895417849803316	"TUBA4A/CCNB1/CDK1"	3
"M1"	"Recruitment of mitotic centrosome proteins and complexes"	"Recruitment of mitotic centrosome proteins and complexes"	"3/626"	"72/7644"	0.941711397564017	0.999989483626728	0.895417849803316	"TUBA4A/CCNB1/CDK1"	3
"M1"	"Rho GTPase cycle"	"Rho GTPase cycle"	"6/626"	"122/7644"	0.941804035317197	0.999989483626728	0.895417849803316	"NGEF/RHOU/PLEKHG5/MCF2/FGD2/RHOF"	6
"M1"	"Signaling by Rho GTPases"	"Signaling by Rho GTPases"	"6/626"	"122/7644"	0.941804035317197	0.999989483626728	0.895417849803316	"NGEF/RHOU/PLEKHG5/MCF2/FGD2/RHOF"	6
"M1"	"degradation of AXIN"	"degradation of AXIN"	"2/626"	"54/7644"	0.942940717642187	0.999989483626728	0.895417849803316	"UBC/UBB"	2
"M1"	"Vif-mediated degradation of APOBEC3G"	"Vif-mediated degradation of APOBEC3G"	"2/626"	"54/7644"	0.942940717642187	0.999989483626728	0.895417849803316	"UBC/UBB"	2
"M1"	"Antiviral mechanism by IFN-stimulated genes"	"Antiviral mechanism by IFN-stimulated genes"	"3/626"	"73/7644"	0.945239709549448	0.999989483626728	0.895417849803316	"UBC/UBB/ISG15"	3
"M1"	"ISG15 antiviral mechanism"	"ISG15 antiviral mechanism"	"3/626"	"73/7644"	0.945239709549448	0.999989483626728	0.895417849803316	"UBC/UBB/ISG15"	3
"M1"	"Global Genomic NER (GG-NER)"	"Global Genomic NER (GG-NER)"	"1/626"	"34/7644"	0.945612445619817	0.999989483626728	0.895417849803316	"ERCC5"	1
"M1"	"NoRC negatively regulates rRNA expression"	"NoRC negatively regulates rRNA expression"	"3/626"	"74/7644"	0.948568895513417	0.999989483626728	0.895417849803316	"HIST1H2BK/POLR2F/HIST2H2AA3"	3
"M1"	"degradation of DVL"	"degradation of DVL"	"2/626"	"56/7644"	0.950478303618058	0.999989483626728	0.895417849803316	"UBC/UBB"	2
"M1"	"Export of Viral Ribonucleoproteins from Nucleus"	"Export of Viral Ribonucleoproteins from Nucleus"	"1/626"	"36/7644"	0.954192819365443	0.999989483626728	0.895417849803316	"HSPA1A"	1
"M1"	"Negative epigenetic regulation of rRNA expression"	"Negative epigenetic regulation of rRNA expression"	"3/626"	"77/7644"	0.95745978851232	0.999989483626728	0.895417849803316	"HIST1H2BK/POLR2F/HIST2H2AA3"	3
"M1"	"Generation of second messenger molecules"	"Generation of second messenger molecules"	"1/626"	"37/7644"	0.957961917035952	0.999989483626728	0.895417849803316	"PAK3"	1
"M1"	"Degradation of GLI1 by the proteasome"	"Degradation of GLI1 by the proteasome"	"2/626"	"59/7644"	0.960028838976677	0.999989483626728	0.895417849803316	"UBC/UBB"	2
"M1"	"Degradation of GLI2 by the proteasome"	"Degradation of GLI2 by the proteasome"	"2/626"	"59/7644"	0.960028838976677	0.999989483626728	0.895417849803316	"UBC/UBB"	2
"M1"	"GLI3 is processed to GLI3R by the proteasome"	"GLI3 is processed to GLI3R by the proteasome"	"2/626"	"59/7644"	0.960028838976677	0.999989483626728	0.895417849803316	"UBC/UBB"	2
"M1"	"HIV Life Cycle"	"HIV Life Cycle"	"7/626"	"146/7644"	0.960742267158881	0.999989483626728	0.895417849803316	"UBC/UBB/CXCR4/CCNT1/GTF2A1/POLR2I/POLR2F"	7
"M1"	"Synthesis of DNA"	"Synthesis of DNA"	"4/626"	"97/7644"	0.962789554577149	0.999989483626728	0.895417849803316	"UBC/UBB/CDKN1A/CDT1"	4
"M1"	"Telomere Maintenance"	"Telomere Maintenance"	"2/626"	"60/7644"	0.962800195381468	0.999989483626728	0.895417849803316	"HIST1H2BK/HIST2H2AA3"	2
"M1"	"DNA Repair"	"DNA Repair"	"5/626"	"115/7644"	0.964453411415513	0.999989483626728	0.895417849803316	"UBC/UBB/POLR2I/ERCC5/POLR2F"	5
"M1"	"Late Phase of HIV Life Cycle"	"Late Phase of HIV Life Cycle"	"6/626"	"133/7644"	0.966775927524494	0.999989483626728	0.895417849803316	"UBC/UBB/CCNT1/GTF2A1/POLR2I/POLR2F"	6
"M1"	"Uptake and actions of bacterial toxins"	"Uptake and actions of bacterial toxins"	"1/626"	"40/7644"	0.967510711082368	0.999989483626728	0.895417849803316	"SV2B"	1
"M1"	"Loss of Nlp from mitotic centrosomes"	"Loss of Nlp from mitotic centrosomes"	"2/626"	"62/7644"	0.96779980048302	0.999989483626728	0.895417849803316	"TUBA4A/CDK1"	2
"M1"	"Loss of proteins required for interphase microtubule organization from the centrosome"	"Loss of proteins required for interphase microtubule organization from the centrosome"	"2/626"	"62/7644"	0.96779980048302	0.999989483626728	0.895417849803316	"TUBA4A/CDK1"	2
"M1"	"Regulatory RNA pathways"	"Regulatory RNA pathways"	"4/626"	"100/7644"	0.968850291536205	0.999989483626728	0.895417849803316	"POLR2I/HIST1H2BK/POLR2F/HIST2H2AA3"	4
"M1"	"DNA Replication Pre-Initiation"	"DNA Replication Pre-Initiation"	"3/626"	"82/7644"	0.969153320559382	0.999989483626728	0.895417849803316	"UBC/UBB/CDT1"	3
"M1"	"M/G1 Transition"	"M/G1 Transition"	"3/626"	"82/7644"	0.969153320559382	0.999989483626728	0.895417849803316	"UBC/UBB/CDT1"	3
"M1"	"Asymmetric localization of PCP proteins"	"Asymmetric localization of PCP proteins"	"2/626"	"63/7644"	0.970050665227994	0.999989483626728	0.895417849803316	"UBC/UBB"	2
"M1"	"Intraflagellar transport"	"Intraflagellar transport"	"1/626"	"41/7644"	0.970185394783373	0.999989483626728	0.895417849803316	"KIF17"	1
"M1"	"ER-Phagosome pathway"	"ER-Phagosome pathway"	"2/626"	"64/7644"	0.972149574981025	0.999989483626728	0.895417849803316	"UBC/UBB"	2
"M1"	"O-linked glycosylation of mucins"	"O-linked glycosylation of mucins"	"2/626"	"64/7644"	0.972149574981025	0.999989483626728	0.895417849803316	"B3GNT7/WBSCR17"	2
"M1"	"Cleavage of Growing Transcript in the Termination Region"	"Cleavage of Growing Transcript in the Termination Region"	"1/626"	"42/7644"	0.972640207734262	0.999989483626728	0.895417849803316	"U2AF1"	1
"M1"	"Post-Elongation Processing of the Transcript"	"Post-Elongation Processing of the Transcript"	"1/626"	"42/7644"	0.972640207734262	0.999989483626728	0.895417849803316	"U2AF1"	1
"M1"	"RNA Polymerase II Transcription Termination"	"RNA Polymerase II Transcription Termination"	"1/626"	"42/7644"	0.972640207734262	0.999989483626728	0.895417849803316	"U2AF1"	1
"M1"	"Transcription"	"Transcription"	"10/626"	"203/7644"	0.974735616914373	0.999989483626728	0.895417849803316	"KAT2A/NFIC/CCNT1/GTF2A1/POU2F1/POLR2I/HIST1H2BK/U2AF1/POLR2F/HIST2H2AA3"	10
"M1"	"Pyruvate metabolism and Citric Acid (TCA) cycle"	"Pyruvate metabolism and Citric Acid (TCA) cycle"	"1/626"	"43/7644"	0.974893197731414	0.999989483626728	0.895417849803316	"PDK4"	1
"M1"	"Activation of NF-kappaB in B cells"	"Activation of NF-kappaB in B cells"	"2/626"	"66/7644"	0.975929924726741	0.999989483626728	0.895417849803316	"UBC/UBB"	2
"M1"	"DNA Replication"	"DNA Replication"	"4/626"	"105/7644"	0.976948525821985	0.999989483626728	0.895417849803316	"UBC/UBB/CDKN1A/CDT1"	4
"M1"	"HATs acetylate histones"	"HATs acetylate histones"	"4/626"	"105/7644"	0.976948525821985	0.999989483626728	0.895417849803316	"KAT2A/CLOCK/HIST1H2BK/HIST2H2AA3"	4
"M1"	"Chromosome Maintenance"	"Chromosome Maintenance"	"3/626"	"87/7644"	0.977762923215544	0.999989483626728	0.895417849803316	"HIST1H2BK/CENPN/HIST2H2AA3"	3
"M1"	"Respiratory electron transport"	"Respiratory electron transport"	"3/626"	"87/7644"	0.977762923215544	0.999989483626728	0.895417849803316	"CYCS/NDUFS7/SCO2"	3
"M1"	"Antigen activates B Cell Receptor (BCR) leading to generation of second messengers"	"Antigen activates B Cell Receptor (BCR) leading to generation of second messengers"	"1/626"	"45/7644"	0.978858624866321	0.999989483626728	0.895417849803316	"ITPR3"	1
"M1"	"Interleukin-3, 5 and GM-CSF signaling"	"Interleukin-3, 5 and GM-CSF signaling"	"1/626"	"45/7644"	0.978858624866321	0.999989483626728	0.895417849803316	"JAK3"	1
"M1"	"Latent infection of Homo sapiens with Mycobacterium tuberculosis"	"Latent infection of Homo sapiens with Mycobacterium tuberculosis"	"2/626"	"68/7644"	0.979212076144273	0.999989483626728	0.895417849803316	"TCIRG1/SLC11A1"	2
"M1"	"Anchoring of the basal body to the plasma membrane"	"Anchoring of the basal body to the plasma membrane"	"3/626"	"89/7644"	0.980520985517752	0.999989483626728	0.895417849803316	"TUBA4A/RAB8A/CDK1"	3
"M1"	"Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins."	"Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins."	"4/626"	"108/7644"	0.980810127118919	0.999989483626728	0.895417849803316	"CYCS/NDUFS7/ATP5I/SCO2"	4
"M1"	"G beta:gamma signalling through PI3Kgamma"	"G beta:gamma signalling through PI3Kgamma"	"1/626"	"48/7644"	0.983665437811385	0.999989483626728	0.895417849803316	"JAK3"	1
"M1"	"Cross-presentation of soluble exogenous antigens (endosomes)"	"Cross-presentation of soluble exogenous antigens (endosomes)"	"1/626"	"49/7644"	0.985011598413027	0.999989483626728	0.895417849803316	"MRC2"	1
"M1"	"GPVI-mediated activation cascade"	"GPVI-mediated activation cascade"	"1/626"	"49/7644"	0.985011598413027	0.999989483626728	0.895417849803316	"JAK3"	1
"M1"	"Epigenetic regulation of gene expression"	"Epigenetic regulation of gene expression"	"3/626"	"94/7644"	0.986060079897818	0.999989483626728	0.895417849803316	"HIST1H2BK/POLR2F/HIST2H2AA3"	3
"M1"	"Transport of Mature mRNA derived from an Intron-Containing Transcript"	"Transport of Mature mRNA derived from an Intron-Containing Transcript"	"1/626"	"50/7644"	0.9862469821383	0.999989483626728	0.895417849803316	"U2AF1"	1
"M1"	"Cargo trafficking to the periciliary membrane"	"Cargo trafficking to the periciliary membrane"	"1/626"	"51/7644"	0.987380691538013	0.999989483626728	0.895417849803316	"RAB8A"	1
"M1"	"Golgi Associated Vesicle Biogenesis"	"Golgi Associated Vesicle Biogenesis"	"1/626"	"54/7644"	0.990251958556203	0.999989483626728	0.895417849803316	"AP1S1"	1
"M1"	"Transport of Mature Transcript to Cytoplasm"	"Transport of Mature Transcript to Cytoplasm"	"1/626"	"54/7644"	0.990251958556203	0.999989483626728	0.895417849803316	"U2AF1"	1
"M1"	"The citric acid (TCA) cycle and respiratory electron transport"	"The citric acid (TCA) cycle and respiratory electron transport"	"5/626"	"147/7644"	0.994542311832981	0.999989483626728	0.895417849803316	"PDK4/CYCS/NDUFS7/ATP5I/SCO2"	5
"M1"	"Clathrin derived vesicle budding"	"Clathrin derived vesicle budding"	"1/626"	"61/7644"	0.994665076516042	0.999989483626728	0.895417849803316	"AP1S1"	1
"M1"	"trans-Golgi Network Vesicle Budding"	"trans-Golgi Network Vesicle Budding"	"1/626"	"61/7644"	0.994665076516042	0.999989483626728	0.895417849803316	"AP1S1"	1
"M1"	"FCERI mediated Ca+2 mobilization"	"FCERI mediated Ca+2 mobilization"	"1/626"	"62/7644"	0.995105490877239	0.999989483626728	0.895417849803316	"ITPR3"	1
"M1"	"Role of phospholipids in phagocytosis"	"Role of phospholipids in phagocytosis"	"1/626"	"62/7644"	0.995105490877239	0.999989483626728	0.895417849803316	"ITPR3"	1
"M1"	"Class I MHC mediated antigen processing & presentation"	"Class I MHC mediated antigen processing & presentation"	"11/626"	"255/7644"	0.995420548357169	0.999989483626728	0.895417849803316	"UBC/UBB/ASB4/MRC2/CD36/LNPEP/FBXO2/ERAP2/SOCS1/UBE2C/CDC20"	11
"M1"	"Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell"	"Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell"	"3/626"	"111/7644"	0.995675743392499	0.999989483626728	0.895417849803316	"C3/VCAM1/ICAM3"	3
"M1"	"TCR signaling"	"TCR signaling"	"1/626"	"64/7644"	0.995880395031647	0.999989483626728	0.895417849803316	"PAK3"	1
"M1"	"mRNA Splicing"	"mRNA Splicing"	"3/626"	"113/7644"	0.996243119850152	0.999989483626728	0.895417849803316	"POLR2I/U2AF1/POLR2F"	3
"M1"	"mRNA Splicing - Major Pathway"	"mRNA Splicing - Major Pathway"	"3/626"	"113/7644"	0.996243119850152	0.999989483626728	0.895417849803316	"POLR2I/U2AF1/POLR2F"	3
"M1"	"Chromatin modifying enzymes"	"Chromatin modifying enzymes"	"8/626"	"208/7644"	0.996310127894329	0.999989483626728	0.895417849803316	"KAT2A/CDK4/CCND1/CLOCK/KDM5D/HIST1H2BK/HDAC10/HIST2H2AA3"	8
"M1"	"Chromatin organization"	"Chromatin organization"	"8/626"	"208/7644"	0.996310127894329	0.999989483626728	0.895417849803316	"KAT2A/CDK4/CCND1/CLOCK/KDM5D/HIST1H2BK/HDAC10/HIST2H2AA3"	8
"M1"	"Host Interactions of HIV factors"	"Host Interactions of HIV factors"	"4/626"	"135/7644"	0.996589423949921	0.999989483626728	0.895417849803316	"UBC/UBB/AP1S1/CCNT1"	4
"M1"	"Antigen processing: Ubiquitination & Proteasome degradation"	"Antigen processing: Ubiquitination & Proteasome degradation"	"8/626"	"211/7644"	0.996875996526441	0.999989483626728	0.895417849803316	"UBC/UBB/ASB4/LNPEP/FBXO2/SOCS1/UBE2C/CDC20"	8
"M1"	"Generic Transcription Pathway"	"Generic Transcription Pathway"	"24/626"	"483/7644"	0.998272045683573	0.999989483626728	0.895417849803316	"UBC/UBB/KAT2A/NR1D1/ZKSCAN1/CTGF/NR2F1/MYC/ZNF641/NR0B1/ZNF431/ZNF711/NCOA2/WWTR1/CCNT1/ZNF704/NR1H3/ZNF432/ZNF154/RORB/ZNF337/AR/RORC/GATA4"	24
"M1"	"Metabolism of amino acids and derivatives"	"Metabolism of amino acids and derivatives"	"6/626"	"188/7644"	0.998602517607412	0.999989483626728	0.895417849803316	"CKB/AMDHD1/PAH/ARG2/MAT1A/IDO1"	6
"M1"	"HIV Infection"	"HIV Infection"	"8/626"	"227/7644"	0.998742011715172	0.999989483626728	0.895417849803316	"UBC/UBB/CXCR4/AP1S1/CCNT1/GTF2A1/POLR2I/POLR2F"	8
"M1"	"Mitochondrial translation elongation"	"Mitochondrial translation elongation"	"1/626"	"86/7644"	0.99938325964795	0.999989483626728	0.895417849803316	"MRPL53"	1
"M1"	"Mitochondrial translation initiation"	"Mitochondrial translation initiation"	"1/626"	"86/7644"	0.99938325964795	0.999989483626728	0.895417849803316	"MRPL53"	1
"M1"	"Mitochondrial translation termination"	"Mitochondrial translation termination"	"1/626"	"86/7644"	0.99938325964795	0.999989483626728	0.895417849803316	"MRPL53"	1
"M1"	"Fcgamma receptor (FCGR) dependent phagocytosis"	"Fcgamma receptor (FCGR) dependent phagocytosis"	"2/626"	"119/7644"	0.999583128149927	0.999989483626728	0.895417849803316	"ITPR3/MYO10"	2
"M1"	"Processing of Capped Intron-Containing Pre-mRNA"	"Processing of Capped Intron-Containing Pre-mRNA"	"3/626"	"144/7644"	0.99960121311572	0.999989483626728	0.895417849803316	"POLR2I/U2AF1/POLR2F"	3
"M1"	"Mitochondrial translation"	"Mitochondrial translation"	"1/626"	"92/7644"	0.999632942174959	0.999989483626728	0.895417849803316	"MRPL53"	1
"M1"	"Regulation of actin dynamics for phagocytic cup formation"	"Regulation of actin dynamics for phagocytic cup formation"	"1/626"	"95/7644"	0.999716873573254	0.999989483626728	0.895417849803316	"MYO10"	1
"M1"	"Assembly of the primary cilium"	"Assembly of the primary cilium"	"4/626"	"179/7644"	0.999836351687498	0.999989483626728	0.895417849803316	"TUBA4A/RAB8A/KIF17/CDK1"	4
"M1"	"Organelle biogenesis and maintenance"	"Organelle biogenesis and maintenance"	"9/626"	"324/7644"	0.999989483626728	0.999989483626728	0.895417849803316	"ALAS1/CYCS/NR1D1/TUBA4A/NCOA2/RAB8A/KIF17/MRPL53/CDK1"	9
"M2"	"Neuronal System"	"Neuronal System"	"13/68"	"280/7644"	8.32627231471001e-07	0.000262277577913365	0.000240147222550584	"KCNMA1/SNAP25/SYN1/CHRNA3/CAMK2B/SYT1/GNG4/ABCC8/KCNQ2/CACNA1B/GRIK1/KCNK9/GRIA2"	13
"M2"	"Amine-derived hormones"	"Amine-derived hormones"	"4/68"	"16/7644"	9.61969408221879e-06	0.00151510181794946	0.00138726114659366	"TH/DBH/PNMT/DDC"	4
"M2"	"Transmission across Chemical Synapses"	"Transmission across Chemical Synapses"	"9/68"	"201/7644"	6.4626195610187e-05	0.00678575053906964	0.00621318512182149	"SNAP25/SYN1/CHRNA3/CAMK2B/SYT1/GNG4/CACNA1B/GRIK1/GRIA2"	9
"M2"	"Interaction between L1 and Ankyrins"	"Interaction between L1 and Ankyrins"	"4/68"	"29/7644"	0.00011506146404796	0.00906109029377686	0.00829653714451081	"ANK3/L1CAM/SCN3B/KCNQ2"	4
"M2"	"Dopamine Neurotransmitter Release Cycle"	"Dopamine Neurotransmitter Release Cycle"	"3/68"	"18/7644"	0.000499374684835385	0.0262171709538577	0.0240050287096308	"SNAP25/SYN1/SYT1"	3
"M2"	"Serotonin Neurotransmitter Release Cycle"	"Serotonin Neurotransmitter Release Cycle"	"3/68"	"18/7644"	0.000499374684835385	0.0262171709538577	0.0240050287096308	"SNAP25/SYN1/SYT1"	3
"M2"	"Neurotoxicity of clostridium toxins"	"Neurotoxicity of clostridium toxins"	"3/68"	"20/7644"	0.000688827217310886	0.0309972247789899	0.0283817530140125	"SV2A/SNAP25/SYT1"	3
"M2"	"Insulin processing"	"Insulin processing"	"3/68"	"26/7644"	0.00151219796299316	0.0567135212317807	0.0519281698162337	"PCSK2/PCSK1/KIF5A"	3
"M2"	"L1CAM interactions"	"L1CAM interactions"	"5/68"	"97/7644"	0.00164459240777579	0.0567135212317807	0.0519281698162337	"ANK3/CNTN1/L1CAM/SCN3B/KCNQ2"	5
"M2"	"Potassium Channels"	"Potassium Channels"	"5/68"	"99/7644"	0.00180042924545336	0.0567135212317807	0.0519281698162337	"KCNMA1/GNG4/ABCC8/KCNQ2/KCNK9"	5
"M2"	"Axon guidance"	"Axon guidance"	"9/68"	"327/7644"	0.00228052256360473	0.0653058734123171	0.0597955198495402	"CRMP1/ANK3/CNTN1/L1CAM/PLXNA4/SCN3B/GFRA2/UNC5A/KCNQ2"	9
