"Module"	"Gene1"	"Gene2"
"M1"	"NCAPH"	"HOXA7"
"M1"	"POLR3H"	"CSDC2"
"M1"	"CHD7"	"RPL9"
"M1"	"SH2D1A"	"SLITRK4"
"M1"	"SH2D1A"	"GBP2"
"M1"	"CD1D"	"HBA2"
"M1"	"CD1D"	"FMO3"
"M1"	"CD1D"	"SUSD2"
"M1"	"HSD11B2"	"CCDC181"
"M1"	"HSD11B2"	"CSDC2"
"M1"	"HSD11B2"	"GAN"
"M1"	"HSD11B2"	"EEFSEC"
"M1"	"HSD11B2"	"SAP130"
"M1"	"HSD11B2"	"RPN1"
"M1"	"HSD11B2"	"CFDP1"
"M1"	"HSD11B2"	"KNDC1"
"M1"	"HSD11B2"	"E2F6"
"M1"	"HSD11B2"	"C2orf44"
"M1"	"HSD11B2"	"CCT8"
"M1"	"HSD11B2"	"UBAP2L"
"M1"	"HSD11B2"	"ZDHHC23"
"M1"	"HSD11B2"	"PDLIM4"
"M1"	"HSD11B2"	"FSTL1"
"M1"	"HSD11B2"	"DRD5"
"M1"	"HSD11B2"	"SLC25A28"
"M1"	"HSD11B2"	"EFCAB2"
"M1"	"HSD11B2"	"GGA1"
"M1"	"HSD11B2"	"C9orf89"
"M1"	"HSD11B2"	"SPTLC1"
"M1"	"AXIN1"	"SUSD2"
"M1"	"GPR12"	"PLB1"
"M1"	"GPR12"	"EGR1"
"M1"	"GPR12"	"MAST4"
"M1"	"GPR12"	"EGFLAM"
"M1"	"CEACAM6"	"HP"
"M1"	"CEACAM6"	"ATP1A2"
"M1"	"CEACAM6"	"FMO3"
"M1"	"CEACAM6"	"CYP11B2"
"M1"	"LARP1"	"FNDC5"
"M1"	"LARP1"	"RGL3"
"M1"	"MCRS1"	"IGFBP3"
"M1"	"MCRS1"	"SLC2A5"
"M1"	"MCRS1"	"TYMP"
"M1"	"MCRS1"	"MAST4"
"M1"	"MCRS1"	"PCSK6"
"M1"	"RPS15A"	"NPC1"
"M1"	"RPS15A"	"SLITRK4"
"M1"	"RPS15A"	"ATP1A2"
"M1"	"RPS15A"	"MAST4"
"M1"	"RPS15A"	"FMO3"
"M1"	"RPS15A"	"LRRC61"
"M1"	"RPS15A"	"CYP11B2"
"M1"	"RPS15A"	"ANGPTL1"
"M1"	"KIF3B"	"HP"
"M1"	"KIF3B"	"NACC2"
"M1"	"KIF3B"	"MAST4"
"M1"	"PIGA"	"CYP4F11"
"M1"	"RBM4"	"SUSD2"
"M1"	"RBM4"	"GPX8"
"M1"	"RBM4"	"TMEM184A"
"M1"	"CLEC4M"	"KIF21B"
"M1"	"CLEC4M"	"DHFR"
"M1"	"CLEC4M"	"PIGP"
"M1"	"CLEC4M"	"LANCL2"
"M1"	"CLEC4M"	"IQSEC1"
"M1"	"CLEC4M"	"MLNR"
"M1"	"CLEC4M"	"ACTA2"
"M1"	"CLEC4M"	"ANKZF1"
"M1"	"CLEC4M"	"RBMX2"
"M1"	"CLEC4M"	"ZNF491"
"M1"	"CLEC4M"	"SF3B2"
"M1"	"CLEC4M"	"RHEBL1"
"M1"	"CLEC4M"	"TXNRD3"
"M1"	"TSN"	"MVK"
"M1"	"TSN"	"CRISPLD2"
"M1"	"TSN"	"FMO3"
"M1"	"TSN"	"RASA2"
"M1"	"ATP5G3"	"SLITRK4"
"M1"	"ATP5G3"	"MAST4"
"M1"	"ATP2A2"	"SSTR5"
"M1"	"ATP2A2"	"HMBOX1"
"M1"	"MB"	"SUSD2"
"M1"	"PLEKHA2"	"HMBOX1"
"M1"	"SQSTM1"	"OGG1"
"M1"	"SQSTM1"	"EXO1"
"M1"	"SQSTM1"	"CNTNAP3"
"M1"	"SQSTM1"	"SPATC1"
"M1"	"SQSTM1"	"GTF2H3"
"M1"	"SQSTM1"	"IL37"
"M1"	"SQSTM1"	"EMC10"
"M1"	"SQSTM1"	"DDX19A"
"M1"	"SQSTM1"	"TSSK4"
"M1"	"SQSTM1"	"DENND5A"
"M1"	"SQSTM1"	"KRT26"
"M1"	"SQSTM1"	"WDR88"
"M1"	"SQSTM1"	"GUCD1"
"M1"	"SQSTM1"	"DNM1L"
"M1"	"NEDD9"	"MYLK"
"M1"	"NEDD9"	"MAST4"
"M1"	"NEDD9"	"ITIH4"
"M1"	"GATA1"	"UBE2C"
"M1"	"GATA1"	"MAST4"
"M1"	"GATA1"	"HMBOX1"
"M1"	"ARL6IP1"	"MAST4"
"M1"	"ARL6IP1"	"FMO3"
"M1"	"ARL6IP1"	"CYP11B2"
"M1"	"ARL6IP1"	"ANGPTL1"
"M1"	"C2"	"ADRA2C"
"M1"	"C2"	"CYB5D1"
"M1"	"C2"	"RAB30"
"M1"	"NDUFAF1"	"CYP11B2"
"M1"	"PUF60"	"NPC1"
"M1"	"PUF60"	"FMO3"
"M1"	"PUF60"	"SLCO2A1"
"M1"	"PUF60"	"CYP11B2"
"M1"	"ZNF639"	"FAM171A1"
"M1"	"ZNF639"	"SUSD2"
"M1"	"GABRR1"	"NPC1"
"M1"	"GABRR1"	"ZNF827"
"M1"	"GABRR1"	"MAST4"
"M1"	"GABRR1"	"FMO3"
"M1"	"GABRR1"	"CYP11B2"
"M1"	"GABRR1"	"ANGPTL1"
"M1"	"LYL1"	"ZNF827"
"M1"	"LYL1"	"SLITRK4"
"M1"	"LYL1"	"FAM171A1"
"M1"	"SCARA3"	"PRAF2"
"M1"	"SCARA3"	"VGF"
"M1"	"CACNA1C"	"ACAA2"
"M1"	"CACNA1C"	"SLITRK4"
"M1"	"CACNA1C"	"FAM171A1"
"M1"	"TEP1"	"VIM"
"M1"	"TEP1"	"ZNF827"
"M1"	"TEP1"	"ATP1A2"
"M1"	"TEP1"	"NR2F1"
"M1"	"TEP1"	"HSPB7"
"M1"	"TEP1"	"HDHD3"
"M1"	"TEP1"	"LONRF2"
"M1"	"TEP1"	"SUSD2"
"M1"	"TEP1"	"SLCO2A1"
"M1"	"TEP1"	"SPRR1A"
"M1"	"ZBTB33"	"ACAA2"
"M1"	"ZBTB33"	"FAM171A1"
"M1"	"BRD4"	"FNDC5"
"M1"	"BRD4"	"HMBOX1"
"M1"	"AIRE"	"MAST4"
"M1"	"AIRE"	"SUSD2"
"M1"	"TAL2"	"PCYT1A"
"M1"	"TAL2"	"MERTK"
"M1"	"TAL2"	"MBNL3"
"M1"	"TAL2"	"SUSD2"
"M1"	"ATP1A3"	"MAST4"
"M1"	"NBN"	"NPC1"
"M1"	"NBN"	"ZNF827"
"M1"	"NBN"	"TIMP3"
"M1"	"NBN"	"MAST4"
"M1"	"NBN"	"FMO3"
"M1"	"NBN"	"CYP11B2"
"M1"	"TAS1R2"	"SUSD2"
"M1"	"MCM5"	"ZNF827"
"M1"	"MCM5"	"MAST4"
"M1"	"MCM5"	"FMO3"
"M1"	"MCM5"	"CYP11B2"
"M1"	"DDR1"	"ABCA1"
"M1"	"ALAS2"	"HMBOX1"
"M1"	"ALAS2"	"TPPP3"
"M1"	"ALAS2"	"CGNL1"
"M1"	"GPRC5C"	"ZNF827"
"M1"	"GPRC5C"	"FMO3"
"M1"	"GPRC5C"	"CYP11B2"
"M1"	"RAB34"	"DCD"
"M1"	"RAB34"	"OPA1"
"M1"	"RAB34"	"SSTR2"
"M1"	"RAB34"	"SGCE"
"M1"	"RAB34"	"LAD1"
"M1"	"RAB34"	"NFATC1"
"M1"	"RAB34"	"DDX50"
"M1"	"RAB34"	"SLC22A18"
"M1"	"RAB34"	"FNDC5"
"M1"	"RAB34"	"ARHGAP17"
"M1"	"RAB34"	"VWA8"
"M1"	"RAB34"	"F5"
"M1"	"RAB34"	"PXDNL"
"M1"	"RAB34"	"C18orf54"
"M1"	"RAB34"	"BAG3"
"M1"	"RAB34"	"TMED9"
"M1"	"RAB34"	"UBR1"
"M1"	"RAB34"	"PCDHB4"
"M1"	"RAB34"	"PPP4R1"
"M1"	"RAB34"	"CENPI"
"M1"	"RAB34"	"PDGFRB"
"M1"	"RAB34"	"ITGA2B"
"M1"	"RAB34"	"DCST2"
"M1"	"RAB34"	"RPH3A"
"M1"	"RAB34"	"SCARB1"
"M1"	"RAB34"	"CD5L"
"M1"	"RAB34"	"PPFIBP2"
"M1"	"RAB34"	"RP2"
"M1"	"RAB34"	"VAMP5"
"M1"	"RAB34"	"PSMF1"
"M1"	"RAB34"	"SURF6"
"M1"	"RAB34"	"ZNF618"
"M1"	"RAB34"	"DPEP2"
"M1"	"RAB34"	"TTC4"
"M1"	"C18orf32"	"ZNF827"
"M1"	"C18orf32"	"FMO3"
"M1"	"C18orf32"	"CYP11B2"
"M1"	"GDNF"	"ZNF827"
"M1"	"GDNF"	"FMO3"
"M1"	"GDNF"	"CYP11B2"
"M1"	"GDNF"	"ANGPTL1"
"M1"	"FBXL4"	"ZNF827"
"M1"	"FBXL4"	"MAST4"
"M1"	"FBXL4"	"FMO3"
"M1"	"FBXL4"	"CYP11B2"
"M1"	"DBNL"	"HSF4"
"M1"	"KRT80"	"TRIM37"
"M1"	"KRT80"	"CARHSP1"
"M1"	"KRT80"	"COX4I2"
"M1"	"KRT80"	"CYBB"
"M1"	"KRT80"	"GLTSCR2"
"M1"	"KRT80"	"GATC"
"M1"	"KRT80"	"MCCC2"
"M1"	"KRT80"	"PRPF3"
"M1"	"KRT80"	"DZIP1"
"M1"	"KRT80"	"KBTBD6"
"M1"	"KRT80"	"AKAP8L"
"M1"	"KRT80"	"PRKCG"
"M1"	"KRT80"	"METTL7B"
"M1"	"KRT80"	"SRSF7"
"M1"	"ATP6V1G1"	"LYNX1"
"M1"	"ATP6V1G1"	"ZNF827"
"M1"	"ATP6V1G1"	"FMO3"
"M1"	"ATP6V1G1"	"CYP11B2"
"M1"	"CLSPN"	"ZNF827"
"M1"	"CLSPN"	"CYP4F11"
"M1"	"CLSPN"	"MAST4"
"M1"	"CLSPN"	"FMO3"
"M1"	"CLSPN"	"CYP11B2"
"M1"	"CNTLN"	"NPC1"
"M1"	"CNTLN"	"ZNF827"
"M1"	"CNTLN"	"FMO3"
"M1"	"CNTLN"	"LRRC61"
"M1"	"CNTLN"	"CYP11B2"
"M1"	"CNTLN"	"ANGPTL1"
"M1"	"TP53RK"	"NPC1"
"M1"	"TP53RK"	"CPNE4"
"M1"	"TP53RK"	"ZNF827"
"M1"	"TP53RK"	"FMO3"
"M1"	"TP53RK"	"CYP11B2"
"M1"	"TP53RK"	"ANGPTL1"
"M1"	"AGR2"	"ITIH4"
"M1"	"C1QA"	"ACAA2"
"M1"	"C1QA"	"MAST4"
"M1"	"C1QA"	"FMO3"
"M1"	"C1QA"	"FAM171A1"
"M1"	"EPHA1"	"NPC1"
"M1"	"EPHA1"	"ZNF827"
"M1"	"EPHA1"	"FMO3"
"M1"	"EPHA1"	"LRRC61"
"M1"	"EPHA1"	"CYP11B2"
"M1"	"HIST1H4L"	"SUSD2"
"M1"	"SOX6"	"HP"
"M1"	"SOX6"	"SPP1"
"M1"	"SOX6"	"ATP1A2"
"M1"	"SOX6"	"ST6GALNAC5"
"M1"	"SOX6"	"AKR1C1"
"M1"	"MAPK9"	"ACAA2"
"M1"	"MAPK9"	"FAM171A1"
"M1"	"FRK"	"PMM2"
"M1"	"FRK"	"HOXA7"
"M1"	"VASP"	"ZNF827"
"M1"	"VASP"	"FOSL2"
"M1"	"VASP"	"MAST4"
"M1"	"VASP"	"FMO3"
"M1"	"VASP"	"CYP11B2"
"M1"	"VASP"	"ANGPTL1"
"M1"	"PARL"	"GATC"
"M1"	"PALLD"	"NPC1"
"M1"	"PALLD"	"ZNF827"
"M1"	"PALLD"	"FOSL2"
"M1"	"PALLD"	"MAST4"
"M1"	"PALLD"	"FMO3"
"M1"	"PALLD"	"CGNL1"
"M1"	"PALLD"	"LRRC61"
"M1"	"PALLD"	"AKR1C1"
"M1"	"PALLD"	"CYP11B2"
"M1"	"PALLD"	"ANGPTL1"
"M1"	"FIP1L1"	"CAB39L"
"M1"	"ARHGAP15"	"MAST4"
"M1"	"TSSK2"	"SLITRK4"
"M1"	"TSSK2"	"CKS2"
"M1"	"PPP1R13L"	"ITIH4"
"M1"	"PPP1R13L"	"TPPP3"
"M1"	"SNAPC4"	"ZNF827"
"M1"	"SNAPC4"	"FOSL2"
"M1"	"SNAPC4"	"MAST4"
"M1"	"SNAPC4"	"ITIH4"
"M1"	"SNAPC4"	"FMO3"
"M1"	"SNAPC4"	"FITM2"
"M1"	"SNAPC4"	"CYP11B2"
"M1"	"EEF1B2"	"BEX1"
"M1"	"EEF1B2"	"SPP1"
"M1"	"EEF1B2"	"CSDC2"
"M1"	"EEF1B2"	"FMO3"
"M1"	"EEF1B2"	"IL33"
"M1"	"YKT6"	"MEGF6"
"M1"	"MYH11"	"HMGB4"
"M1"	"NTRK3"	"SOX2"
"M1"	"DSP"	"TBPL2"
"M1"	"DSP"	"C5orf30"
"M1"	"SH3BP5"	"RIN1"
"M1"	"SH3BP5"	"FBXW8"
"M1"	"SH3BP5"	"BROX"
"M1"	"SH3BP5"	"CD46"
"M1"	"SH3BP5"	"AKT3"
"M1"	"SH3BP5"	"KRT19"
"M1"	"SH3BP5"	"UBE2H"
"M1"	"SH3BP5"	"INSIG2"
"M1"	"SH3BP5"	"ZFPM2"
"M1"	"SH3BP5"	"PRKACB"
"M1"	"SLPI"	"SPEF1"
"M1"	"LATS1"	"RABIF"
"M1"	"LATS1"	"ARHGEF6"
"M1"	"LATS1"	"UBE2D4"
"M1"	"LATS1"	"ELF3"
"M1"	"LATS1"	"SPEF1"
"M1"	"LATS1"	"BTNL2"
"M1"	"INHA"	"CD27"
"M1"	"INHA"	"ANKRD28"
"M1"	"INHA"	"CCDC155"
"M1"	"SDHB"	"AKAP2"
"M1"	"HERC3"	"HTR2B"
"M1"	"FDFT1"	"ARNT"
"M1"	"FDFT1"	"MRPL4"
"M1"	"FDFT1"	"FGF9"
"M1"	"HIST1H2BH"	"MIF"
"M1"	"ATP5J2"	"HTR2B"
"M1"	"EBNA1BP2"	"MIF"
"M1"	"GABPB2"	"MKNK2"
"M1"	"GABPB2"	"ZNF829"
"M1"	"GABPB2"	"EFNB1"
"M1"	"GABPB2"	"RAB27B"
"M1"	"GABPB2"	"GNG12"
"M1"	"SNTG1"	"MFAP4"
"M1"	"SNTG1"	"MAPK4"
"M1"	"SNTG1"	"ADAMTS10"
"M1"	"SNTG1"	"MCOLN3"
"M1"	"GEMIN6"	"DUOX2"
"M1"	"BEX1"	"LNX1"
"M1"	"BEX1"	"ACSL6"
"M1"	"ANKRD11"	"HSPB7"
"M1"	"PRKAG3"	"CLDN11"
"M1"	"MAP4K3"	"CLDN11"
"M1"	"CRYAB"	"GGA2"
"M1"	"CRYAB"	"NPM1"
"M1"	"CRYAB"	"TBC1D24"
"M1"	"CRYAB"	"PCSK6"
"M1"	"MAP3K2"	"HTR2B"
"M1"	"PRICKLE1"	"NR1H3"
"M1"	"CHUK"	"TMEM184A"
"M1"	"EVL"	"AKAP2"
"M1"	"IFIT5"	"HTR2B"
"M1"	"CDKL5"	"FPR2"
"M1"	"CHD8"	"TMEM184A"
"M1"	"GPC4"	"SH2D3C"
"M1"	"GPC4"	"IRF5"
"M1"	"GPC4"	"RAB5A"
"M1"	"GPC4"	"UCN3"
"M1"	"GPC4"	"REEP6"
"M1"	"GPC4"	"ATF6"
"M1"	"GPC4"	"TOR2A"
"M1"	"GPC4"	"ATG2A"
"M1"	"LSM1"	"UHMK1"
"M1"	"ACSM3"	"ZFPM2"
"M1"	"ACSM3"	"TPD52"
"M1"	"ACSM3"	"XPA"
"M1"	"ACSM3"	"MARCH3"
"M1"	"ACSM3"	"MAFA"
"M1"	"ACSM3"	"BOK"
"M1"	"PLIN2"	"SIX1"
"M1"	"PLIN2"	"IMPDH2"
"M1"	"PLIN2"	"HIC1"
"M1"	"PLIN2"	"MCM3"
"M1"	"PLIN2"	"ACTL6A"
"M1"	"PLIN2"	"HNRNPF"
"M1"	"PLIN2"	"APEH"
"M1"	"PLIN2"	"CCDC63"
"M1"	"IGSF1"	"MIF"
"M1"	"MYO5C"	"HDHD3"
"M1"	"CKAP5"	"UHMK1"
"M1"	"CHRD"	"GJD3"
"M1"	"CHRD"	"LACTB2"
"M1"	"CHRD"	"TOMM7"
"M1"	"CHRD"	"FLNA"
"M1"	"FCRL3"	"MFAP4"
"M1"	"FCRL3"	"ARG2"
"M1"	"LRP3"	"HSPB7"
"M1"	"LRP3"	"TMEM184A"
"M1"	"GRK6"	"FST"
"M1"	"ETV6"	"TMEM184A"
"M1"	"ILKAP"	"EPHX2"
"M1"	"CALML5"	"DUOX2"
"M1"	"CALML5"	"HDHD3"
"M1"	"CALML5"	"ARG2"
"M1"	"FRMD4A"	"DUOX2"
"M1"	"FRMD4A"	"ARG2"
"M1"	"RNF144B"	"LY6E"
"M1"	"STAU2"	"ZNF337"
"M1"	"BROX"	"MACC1"
"M1"	"H2AFY2"	"PGGT1B"
"M1"	"H2AFY2"	"SIGMAR1"
"M1"	"LYNX1"	"ASAH1"
"M1"	"LYNX1"	"ANGPT4"
"M1"	"LYNX1"	"SH3BGR"
"M1"	"LYNX1"	"PRAMEF10"
"M1"	"SRSF5"	"FST"
"M1"	"MTUS2"	"PCDHGC3"
"M1"	"MTUS2"	"EGFLAM"
"M1"	"GRIP1"	"TMEM184A"
"M1"	"TNFRSF1A"	"TMEM184A"
"M1"	"CEP152"	"ZBTB37"
"M1"	"SMEK1"	"EGFLAM"
"M1"	"CLN8"	"EPHX2"
"M1"	"ZNF10"	"HSPB7"
"M1"	"DLL4"	"COX6C"
"M1"	"DLL4"	"SPEF1"
"M1"	"CHAF1A"	"DHRS13"
"M1"	"KDM1B"	"CEL"
"M1"	"POLR3A"	"AKAP2"
"M1"	"SEPT5"	"EPHX2"
"M1"	"SCGB1A1"	"MAPK10"
"M1"	"SCGB1A1"	"BCAS4"
"M1"	"SCGB1A1"	"ARG2"
"M1"	"GNG2"	"NACC2"
"M1"	"TAAR1"	"EPHX2"
"M1"	"PBX1"	"ARG2"
"M1"	"ZNF8"	"TMEM184A"
"M1"	"EIF4B"	"PLEKHG5"
"M1"	"EIF4B"	"HTR2B"
"M1"	"TNKS2"	"TIMP3"
"M1"	"LSM4"	"SSTR2"
"M1"	"ARL3"	"SLC9A7"
"M1"	"ARHGAP36"	"TYMP"
"M1"	"PTPN21"	"CRISPLD2"
"M1"	"ACVR2B"	"EDA"
"M1"	"ACVR2B"	"HSPB7"
"M1"	"TGIF1"	"HSPB7"
"M1"	"PTGDR2"	"C7"
"M1"	"ULK2"	"PON1"
"M1"	"ZW10"	"ARG2"
"M1"	"DBF4"	"KIF22"
"M1"	"DBF4"	"TMEM184A"
"M1"	"VAPA"	"CKS2"
"M1"	"VAPA"	"HTR2B"
"M1"	"FANCA"	"FNDC5"
"M1"	"MTIF2"	"ARG2"
"M1"	"C5AR1"	"TMEM184A"
"M1"	"RPL19"	"TMEM184A"
"M1"	"ABCC4"	"SLITRK4"
"M1"	"CIR1"	"UHMK1"
"M1"	"CIR1"	"ARG2"
"M1"	"PZP"	"LRRC61"
"M1"	"MYO1C"	"FNDC5"
"M1"	"PMPCA"	"MAST4"
"M1"	"CHRM2"	"SSTR2"
"M1"	"CHRM2"	"CEL"
"M1"	"BUB1B"	"ATP1A2"
"M1"	"BUB1B"	"NACC2"
"M1"	"RPL26"	"NPC1"
"M1"	"RPL26"	"EPHX2"
"M1"	"AIPL1"	"ATP1A2"
"M1"	"AIPL1"	"MAST4"
"M1"	"FTCD"	"USP53"
"M1"	"FTCD"	"SLC9A7"
"M1"	"FTCD"	"MAST4"
"M1"	"FTCD"	"CSDC2"
"M1"	"FTCD"	"SLCO2A1"
"M1"	"PROSER1"	"UHMK1"
"M1"	"PROSER1"	"MAST4"
"M1"	"PROSER1"	"SLCO2A1"
"M1"	"PTPRJ"	"TTLL3"
"M1"	"PTPRJ"	"FNDC5"
"M1"	"KDM5B"	"SLCO2A1"
"M1"	"KDM5B"	"TMEM184A"
"M1"	"KDM5B"	"CEL"
"M1"	"NDUFA9"	"NACC2"
"M1"	"NDUFA9"	"MAST4"
"M1"	"NDUFA9"	"SLCO2A1"
"M1"	"GTF2E1"	"ATP1A2"
"M1"	"GTF2E1"	"MAST4"
"M1"	"ITPR1"	"CYP11B2"
"M1"	"GUCY2C"	"DHRS13"
"M1"	"GUCY2C"	"MAST4"
"M1"	"TAF8"	"GJA1"
"M1"	"TAF8"	"MAST4"
"M1"	"HSD17B10"	"MAST4"
"M1"	"AKT3"	"EPHX2"
"M1"	"AKT3"	"HTR2B"
"M1"	"AKT3"	"MEGF6"
"M1"	"KDM3B"	"ATP1A2"
"M1"	"KDM3B"	"MAST4"
"M1"	"KDM3B"	"ZFY"
"M1"	"KDM3B"	"CYP11B2"
"M1"	"RPL5"	"UHMK1"
"M1"	"RPL5"	"SLCO2A1"
"M1"	"MEPCE"	"EPN3"
"M1"	"MEPCE"	"AKAP2"
"M1"	"PTS"	"UHMK1"
"M1"	"PTS"	"FNDC5"
"M1"	"PTS"	"FMO3"
"M1"	"TFEC"	"MAST4"
"M1"	"TFEC"	"FNDC5"
"M1"	"TFEC"	"FMO3"
"M1"	"UVRAG"	"FAM156A"
"M1"	"MBD2"	"TNNI3"
"M1"	"MBD2"	"TYMP"
"M1"	"MBD2"	"RNF150"
"M1"	"EIF4ENIF1"	"PLB1"
"M1"	"EIF4ENIF1"	"HBA2"
"M1"	"EIF4ENIF1"	"SLC9A7"
"M1"	"EIF4ENIF1"	"MAST4"
"M1"	"TRAF3IP1"	"SSTR2"
"M1"	"TRAF3IP1"	"MFAP4"
"M1"	"TRAF3IP1"	"NR1D1"
"M1"	"TRAF3IP1"	"TMEM184A"
"M1"	"FOXC2"	"CEL"
"M1"	"TNIP1"	"FMO3"
"M1"	"TNIP1"	"CYP11B2"
"M1"	"TGS1"	"SLITRK4"
"M1"	"TGS1"	"BCAS4"
"M1"	"TGS1"	"MAST4"
"M1"	"TGS1"	"ITIH4"
"M1"	"TGS1"	"FMO3"
"M1"	"TGS1"	"SPRR1A"
"M1"	"RELA"	"NGFR"
"M1"	"RELA"	"HIST2H4A"
"M1"	"RELA"	"SLITRK4"
"M1"	"RELA"	"CDH23"
"M1"	"RELA"	"LONRF2"
"M1"	"TMOD3"	"MFAP4"
"M1"	"RUNX1T1"	"ATP1A2"
"M1"	"RUNX1T1"	"FMO3"
"M1"	"BAZ1A"	"ATP2B2"
"M1"	"BAZ1A"	"MAST4"
"M1"	"DNAJA4"	"MAST4"
"M1"	"DNAJA4"	"FMO3"
"M1"	"DNAJA4"	"CYP11B2"
"M1"	"NRXN1"	"ATP2B2"
"M1"	"NRXN1"	"USP53"
"M1"	"NRXN1"	"EDA"
"M1"	"NRXN1"	"MAST4"
"M1"	"HDAC8"	"CRLF1"
"M1"	"PDP1"	"ITIH4"
"M1"	"PDCD4"	"MAST4"
"M1"	"PDCD4"	"LRRC61"
"M1"	"PDCD4"	"CYP11B2"
"M1"	"CCT4"	"FMO3"
"M1"	"CCT4"	"CYP11B2"
"M1"	"TCFL5"	"FMO3"
"M1"	"ANGPT2"	"CSTF2"
"M1"	"ANGPT2"	"ANP32E"
"M1"	"ANGPT2"	"PCDHA11"
"M1"	"ANGPT2"	"CENPI"
"M1"	"ANGPT2"	"INSC"
"M1"	"ANGPT2"	"PRAMEF10"
"M1"	"ANGPT2"	"SPATA20"
"M1"	"ANGPT2"	"GPR52"
"M1"	"ANGPT2"	"GPRC5B"
"M1"	"ANGPT2"	"VENTX"
"M1"	"ANGPT2"	"MYBPH"
"M1"	"ANGPT2"	"DAO"
"M1"	"ANGPT2"	"TTC7A"
"M1"	"ANGPT2"	"LMAN2"
"M1"	"ANGPT2"	"KLF15"
"M1"	"ANGPT2"	"RASL11B"
"M1"	"ANGPT2"	"PDXK"
"M1"	"ANGPT2"	"GNAT2"
"M1"	"SDCBP"	"FMO3"
"M1"	"SDCBP"	"CYP11B2"
"M1"	"RAB11FIP5"	"EPHX2"
"M1"	"RAB11FIP5"	"ATP1A2"
"M1"	"RAB11FIP5"	"MAST4"
"M1"	"DDX17"	"CYP11B2"
"M1"	"MAST1"	"ZNF827"
"M1"	"MAST1"	"USP53"
"M1"	"MAST1"	"EDA"
"M1"	"MAST1"	"MAST4"
"M1"	"MAST1"	"FMO3"
"M1"	"MAST1"	"CYP11B2"
"M1"	"SIGLEC7"	"MBNL3"
"M1"	"CDC14A"	"DGKA"
"M1"	"CDC14A"	"MAST4"
"M1"	"CDC14A"	"ENGASE"
"M1"	"CDC14A"	"LY6E"
"M1"	"POLE3"	"ZNF827"
"M1"	"POLE3"	"ZBTB37"
"M1"	"TTLL5"	"SSTR2"
"M1"	"NR2F2"	"ATP1A2"
"M1"	"FGFR1OP"	"HSF4"
"M1"	"ARAP1"	"UHMK1"
"M1"	"ARAP1"	"ASTN1"
"M1"	"ARAP1"	"MGST1"
"M1"	"RQCD1"	"ATP1A2"
"M1"	"DUSP7"	"ARG2"
"M1"	"SPTA1"	"TMEM184A"
"M1"	"NFIB"	"MAST4"
"M1"	"THRB"	"ZNF827"
"M1"	"THRB"	"FMO3"
"M1"	"THRB"	"LRRC61"
"M1"	"THRB"	"CYP11B2"
"M1"	"RHO"	"HSPB8"
"M1"	"RHO"	"DHRS13"
"M1"	"ABCG8"	"FMO3"
"M1"	"MBP"	"CKS2"
"M1"	"C6"	"PARD3B"
"M1"	"C6"	"MAST4"
"M1"	"UBE2QL1"	"TNFRSF8"
"M1"	"UBE2QL1"	"TSPAN2"
"M1"	"RPSA"	"FNDC5"
"M1"	"EIF2B1"	"FGA"
"M1"	"EIF2B1"	"MIF"
"M1"	"RMND5A"	"FMO3"
"M1"	"RMND5A"	"ST6GALNAC5"
"M1"	"GNL3L"	"EPHX2"
"M1"	"UBA1"	"ACAA2"
"M1"	"UBA1"	"SLITRK4"
"M1"	"UBA1"	"ATP5I"
"M1"	"UBA1"	"MAST4"
"M1"	"UBA1"	"CSDC2"
"M1"	"UBA1"	"FMO3"
"M1"	"UBA1"	"OSBPL6"
"M1"	"UBA1"	"FAM171A1"
"M1"	"IFIH1"	"CKS2"
"M1"	"WSB2"	"RPRM"
"M1"	"TFF3"	"MAST4"
"M1"	"TFF3"	"ITIH4"
"M1"	"TFF3"	"FMO3"
"M1"	"TFF3"	"PAPSS2"
"M1"	"FAR1"	"TIMP3"
"M1"	"FAR1"	"SLCO2A1"
"M1"	"FAR1"	"AKR1C1"
"M1"	"PI4KB"	"HSF4"
"M1"	"PI4KB"	"TYMP"
"M1"	"PI4KB"	"FNDC5"
"M1"	"GOPC"	"CLDN11"
"M1"	"EDAR"	"EPHX2"
"M1"	"CCDC167"	"KNDC1"
"M1"	"WDR48"	"TPM2"
"M1"	"WDR48"	"ZNF827"
"M1"	"WDR48"	"FOSL2"
"M1"	"WDR48"	"MAST4"
"M1"	"WDR48"	"CYP11B2"
"M1"	"CENPJ"	"SLC2A5"
"M1"	"N4BP2"	"ITIH4"
"M1"	"N4BP2"	"PKNOX2"
"M1"	"N4BP2"	"FMO3"
"M1"	"CNTNAP4"	"UHMK1"
"M1"	"CNTNAP4"	"CKS2"
"M1"	"CNTNAP4"	"ATP1A2"
"M1"	"CNTNAP4"	"MAST4"
"M1"	"CNTNAP4"	"FMO3"
"M1"	"RPL11"	"ZNF827"
"M1"	"RPL11"	"FOSL2"
"M1"	"RPL11"	"HTR2B"
"M1"	"RPL11"	"MAST4"
"M1"	"RPL11"	"FMO3"
"M1"	"DAB2IP"	"CDH23"
"M1"	"POLR2I"	"SEC61B"
"M1"	"POLR2I"	"PAPD7"
"M1"	"POLR2I"	"ZNF219"
"M1"	"POLR2I"	"CDK10"
"M1"	"POLR2I"	"RPL13A"
"M1"	"POLR2I"	"CENPI"
